PDB,rank,iptm,ligand_iptm,complex_iplddt,complex_ipde
_7lvy_model_4,0.9163481593132019,0.938714861869812,0.938714861869812,0.8545708656311035,1.0543819665908813,
_7mzs_model_0,0.7416185736656189,0.5793418288230896,0.5793418288230896,0.5581434369087219,5.026702404022217,
_7mzs_model_1,0.7354845404624939,0.6078175902366638,0.6078175902366638,0.560443639755249,5.157580375671387,
_7mzs_model_2,0.7334505915641785,0.5698458552360535,0.5698458552360535,0.5508373379707336,5.318624019622803,
_7mzs_model_3,0.7321476340293884,0.5751368999481201,0.5751368999481201,0.5251951217651367,5.162720680236816,
_7mzs_model_4,0.7130420804023743,0.5101898312568665,0.5101898312568665,0.5136510729789734,6.2252583503723145,
_7p8g_model_0,0.8402706384658813,0.6245124340057373,0.6245124340057373,0.7055872678756714,6.3008131980896,
_7p8g_model_1,0.8390488624572754,0.621553361415863,0.621553361415863,0.7209084630012512,6.47672176361084,
_7p8g_model_2,0.8374549150466919,0.6100793480873108,0.6100793480873108,0.7318254113197327,6.776876926422119,
_7p8g_model_3,0.8332807421684265,0.607089102268219,0.607089102268219,0.716754674911499,6.556421279907227,
_7p8g_model_4,0.826818585395813,0.5684133768081665,0.5684133768081665,0.698459267616272,7.241580963134766,
_7pgk_model_0,0.589897096157074,0.45253634452819824,0.45253634452819824,0.39245569705963135,4.3025898933410645,
_7pgk_model_1,0.5869578719139099,0.4556845724582672,0.4556845724582672,0.3841586410999298,4.397802352905273,
_7pgk_model_2,0.5842766761779785,0.46393874287605286,0.46393874287605286,0.38494792580604553,4.687888145446777,
_7pgk_model_3,0.5805321931838989,0.4335763156414032,0.4335763156414032,0.38361841440200806,4.170555591583252,
_7pgk_model_4,0.5779532790184021,0.4549937844276428,0.4549937844276428,0.38067203760147095,4.294549465179443,
_7pug_model_0,0.8580710291862488,0.6304233074188232,0.6304233074188232,0.6066865921020508,10.100520133972168,
_7pug_model_1,0.8572290539741516,0.6322481036186218,0.6322481036186218,0.5898560881614685,9.96938419342041,
_7pug_model_2,0.8545677065849304,0.6194354891777039,0.6194354891777039,0.5898815989494324,10.148199081420898,
_7pug_model_3,0.8117191195487976,0.4539887309074402,0.4539887309074402,0.45956072211265564,13.998921394348145,
_7pug_model_4,0.8046206831932068,0.4218839406967163,0.4218839406967163,0.4403308629989624,15.195211410522461,
_7rft_model_0,0.8935933113098145,0.8214527368545532,0.8214527368545532,0.7363525032997131,1.4035025835037231,
_7rft_model_1,0.8930102586746216,0.8168540596961975,0.8168540596961975,0.7442096471786499,1.4424539804458618,
_7rft_model_2,0.8908743262290955,0.806513786315918,0.806513786315918,0.7310275435447693,1.5283117294311523,
_7rft_model_3,0.8901026844978333,0.8209203481674194,0.8209203481674194,0.7538045048713684,1.41322922706604,
_7rft_model_4,0.8883485198020935,0.8072133660316467,0.8072133660316467,0.7368144989013672,1.535089373588562,
_7rpy_model_0,0.88116854429245,0.798468291759491,0.798468291759491,0.7134703993797302,1.9338617324829102,
_7rpy_model_1,0.8808369040489197,0.7965690493583679,0.7965690493583679,0.7125633955001831,2.050370931625366,
_7rpy_model_2,0.876632034778595,0.7778530120849609,0.7778530120849609,0.7095422148704529,2.1152899265289307,
_7rpy_model_3,0.8694189190864563,0.7549198865890503,0.7549198865890503,0.6847513914108276,2.3288698196411133,
_7rpy_model_4,0.8243603110313416,0.6050881743431091,0.6050881743431091,0.5765219330787659,3.6914772987365723,
_7toh_model_0,0.9294317364692688,0.8666778802871704,0.8666778802871704,0.7448750138282776,1.3523306846618652,
_7toh_model_1,0.926596462726593,0.8559823632240295,0.8559823632240295,0.7456769347190857,1.4503698348999023,
_7toh_model_2,0.9254180192947388,0.8518814444541931,0.8518814444541931,0.7440945506095886,1.5104540586471558,
_7toh_model_3,0.9248422980308533,0.8509494662284851,0.8509494662284851,0.7452430725097656,1.503793716430664,
_7toh_model_4,0.9222559332847595,0.8432482481002808,0.8432482481002808,0.7291220426559448,1.5709583759307861,
_7tvp_model_0,0.6450299620628357,0.17066223919391632,0.17066223919391632,0.2843652367591858,11.498650550842285,
_7tvp_model_1,0.6435367465019226,0.1754952222108841,0.1754952222108841,0.2822279930114746,12.096376419067383,
_7tvp_model_2,0.6412302851676941,0.16346250474452972,0.16346250474452972,0.25832444429397583,12.263300895690918,
_7tvp_model_3,0.6327674388885498,0.14173345267772675,0.14173345267772675,0.22962744534015656,12.676538467407227,
_7tvp_model_4,0.6235639452934265,0.11459820717573166,0.11459820717573166,0.19068314135074615,13.612438201904297,
_7vi7_model_0,0.9517807364463806,0.9890504479408264,0.9890504479408264,0.9595085978507996,1.495481014251709,
_7vi7_model_1,0.9514629244804382,0.9887250065803528,0.9887250065803528,0.9585080146789551,1.5244348049163818,
_7vi7_model_2,0.9513384103775024,0.9892677664756775,0.9892677664756775,0.9604146480560303,1.4826939105987549,
_7vi7_model_3,0.9510850310325623,0.9883657693862915,0.9883657693862915,0.9588337540626526,1.682554841041565,
_7vi7_model_4,0.9504996538162231,0.9887778162956238,0.9887778162956238,0.956794023513794,1.5431588888168335,
_7vu1_model_0,0.8387572169303894,0.7032085657119751,0.7032085657119751,0.563755452632904,3.1799981594085693,
_7vu1_model_1,0.8234087824821472,0.6603600382804871,0.6603600382804871,0.5069028735160828,3.7548370361328125,
_7vu1_model_2,0.8158098459243774,0.631197452545166,0.631197452545166,0.5038673281669617,3.900458335876465,
_7vu1_model_3,0.8109952211380005,0.6103693842887878,0.6103693842887878,0.493988037109375,4.351439476013184,
_7vu1_model_4,0.7989336848258972,0.580808162689209,0.580808162689209,0.48502570390701294,4.492177486419678,
_7vwb_model_0,0.9281708002090454,0.9463741779327393,0.9463741779327393,0.8565165996551514,0.5009361505508423,
_7vwb_model_1,0.9220789074897766,0.9226996898651123,0.9226996898651123,0.8380322456359863,0.5701844692230225,
_7vwb_model_2,0.9209389090538025,0.9225919246673584,0.9225919246673584,0.842313289642334,0.5802421569824219,
_7vwb_model_3,0.9162953495979309,0.9089052677154541,0.9089052677154541,0.8336374163627625,0.6377937197685242,
_7vwb_model_4,0.9140080809593201,0.905360996723175,0.905360996723175,0.8272016644477844,0.6576579809188843,
_7w11_model_0,0.9016816020011902,0.9672169089317322,0.9672169089317322,0.8801498413085938,0.7388328313827515,
_7w11_model_1,0.9002363085746765,0.9671408534049988,0.9671408534049988,0.8791634440422058,0.7320168018341064,
_7w11_model_2,0.8992707133293152,0.9668928980827332,0.9668928980827332,0.878263533115387,0.7513426542282104,
_7w11_model_3,0.8991287350654602,0.9675924777984619,0.9675924777984619,0.87432861328125,0.7347866296768188,
_7w11_model_4,0.8983543515205383,0.9658920764923096,0.9658920764923096,0.8707613348960876,0.7646322250366211,
_7w18_model_0,0.6935402750968933,0.5720193386077881,0.5720193386077881,0.44609683752059937,4.523238658905029,
_7w18_model_1,0.6720573306083679,0.5259768962860107,0.5259768962860107,0.42591458559036255,5.005076885223389,
_7w18_model_2,0.6647281050682068,0.5218916535377502,0.5218916535377502,0.4097326397895813,5.206721782684326,
_7w18_model_3,0.6543886661529541,0.4971408247947693,0.4971408247947693,0.3945450484752655,5.484344959259033,
_7w18_model_4,0.6506823897361755,0.4897942543029785,0.4897942543029785,0.39974379539489746,5.589319229125977,
_7xtn_model_0,0.899335503578186,0.9027392864227295,0.9027392864227295,0.8717098832130432,0.8595522046089172,
_7xtn_model_1,0.8984472155570984,0.9130086898803711,0.9130086898803711,0.8783687949180603,0.8023602962493896,
_7xtn_model_2,0.8949963450431824,0.9075957536697388,0.9075957536697388,0.8270087242126465,0.9385949969291687,
_7xtn_model_3,0.8855997920036316,0.856575608253479,0.856575608253479,0.7939938902854919,1.1378378868103027,
_7xtn_model_4,0.8828344345092773,0.876131534576416,0.876131534576416,0.8206707239151001,1.0541106462478638,
_7ywf_model_0,0.8963114023208618,0.8631668090820312,0.8631668090820312,0.8037047982215881,1.093113899230957,
_7ywf_model_1,0.8948001861572266,0.8557173609733582,0.8557173609733582,0.796207845211029,1.1428409814834595,
_7ywf_model_2,0.8945840001106262,0.8535390496253967,0.8535390496253967,0.790739893913269,1.1551599502563477,
_7ywf_model_3,0.8928311467170715,0.8487014770507812,0.8487014770507812,0.7888796329498291,1.2025444507598877,
_7ywf_model_4,0.8916433453559875,0.8501750826835632,0.8501750826835632,0.7858702540397644,1.2034024000167847,
_7zon_model_0,0.8731603026390076,0.876177191734314,0.876177191734314,0.8157702088356018,0.880605936050415,
_7zon_model_1,0.8706566691398621,0.8726345896720886,0.8726345896720886,0.8090291619300842,0.9176575541496277,
_7zon_model_2,0.8649075627326965,0.8553581237792969,0.8553581237792969,0.7985460162162781,0.9910114407539368,
_7zon_model_3,0.8646666407585144,0.8554432988166809,0.8554432988166809,0.7973480820655823,0.9594865441322327,
_7zon_model_4,0.8513466715812683,0.8159327507019043,0.8159327507019043,0.7799967527389526,1.1121840476989746,
_7zoo_model_0,0.7937790155410767,0.5097432732582092,0.5097432732582092,0.6130359768867493,6.70673131942749,
_7zoo_model_1,0.7912670969963074,0.5116251707077026,0.5116251707077026,0.6168752312660217,7.070641994476318,
_7zoo_model_2,0.7899482846260071,0.4978591501712799,0.4978591501712799,0.6136897802352905,6.944488525390625,
_7zoo_model_3,0.7850033640861511,0.4892300069332123,0.4892300069332123,0.5638617873191833,7.111448764801025,
_7zoo_model_4,0.7847679257392883,0.4902811050415039,0.4902811050415039,0.5677599906921387,7.069167137145996,
_8ad2_model_0,0.8540489077568054,0.8519778251647949,0.8519778251647949,0.7290467619895935,0.9677330255508423,
_8ad2_model_1,0.8535056114196777,0.8496938347816467,0.8496938347816467,0.7313126921653748,0.9236651659011841,
_8ad2_model_2,0.8533987402915955,0.8538827300071716,0.8538827300071716,0.7262628674507141,0.900381326675415,
_8ad2_model_3,0.8516384959220886,0.8412953019142151,0.8412953019142151,0.7276166081428528,1.004861831665039,
_8ad2_model_4,0.6662959456443787,0.35216015577316284,0.35216015577316284,0.39679691195487976,4.585978031158447,
_8axs_model_0,0.9396978616714478,0.9424375891685486,0.9424375891685486,0.836624264717102,1.195807933807373,
_8axs_model_1,0.9395886659622192,0.9441646933555603,0.9441646933555603,0.8386440873146057,1.1572812795639038,
_8axs_model_2,0.9392752647399902,0.9444255828857422,0.9444255828857422,0.8411461114883423,1.1679319143295288,
_8axs_model_3,0.9389665722846985,0.9423261880874634,0.9423261880874634,0.8377100229263306,1.1835339069366455,
_8axs_model_4,0.9383188486099243,0.94114750623703,0.94114750623703,0.8342459201812744,1.1976776123046875,
_8bf3_model_0,0.8137719035148621,0.5658114552497864,0.5658114552497864,0.5591551065444946,6.871333122253418,
_8bf3_model_1,0.8070821762084961,0.5384674072265625,0.5384674072265625,0.5840409994125366,7.4995341300964355,
_8bf3_model_2,0.805435299873352,0.5424407124519348,0.5424407124519348,0.5595619082450867,7.61262321472168,
_8bf3_model_3,0.7922298908233643,0.4832143783569336,0.4832143783569336,0.5224634408950806,8.559189796447754,
_8bf3_model_4,0.777108371257782,0.42746400833129883,0.42746400833129883,0.4070867598056793,8.799583435058594,
_8csf_model_0,0.8906689882278442,0.8699996471405029,0.8699996471405029,0.7672644257545471,1.7507939338684082,
_8csf_model_1,0.8844975829124451,0.8453036546707153,0.8453036546707153,0.7517261505126953,2.052978754043579,
_8csf_model_2,0.8809693455696106,0.8401598334312439,0.8401598334312439,0.7454226613044739,2.0294480323791504,
_8csf_model_3,0.8801800012588501,0.8371869921684265,0.8371869921684265,0.7391270399093628,2.1679608821868896,
_8csf_model_4,0.8770684599876404,0.8302521109580994,0.8302521109580994,0.7396605014801025,2.2216310501098633,
_8d0r_model_0,0.8916651010513306,0.9011263847351074,0.9011263847351074,0.7852582931518555,1.1996275186538696,
_8d0r_model_1,0.885831356048584,0.8838427066802979,0.8838427066802979,0.7618200182914734,1.3368971347808838,
_8d0r_model_2,0.8805762529373169,0.8727231621742249,0.8727231621742249,0.7558845281600952,1.3935667276382446,
_8d0r_model_3,0.8781248927116394,0.875346302986145,0.875346302986145,0.755926251411438,1.3579638004302979,
_8d0r_model_4,0.8627651333808899,0.8227052688598633,0.8227052688598633,0.7139183282852173,1.6572123765945435,
_8dzd_model_0,0.7655603289604187,0.40284785628318787,0.40284785628318787,0.512001097202301,4.782616138458252,
_8dzd_model_1,0.7321215867996216,0.28132185339927673,0.28132185339927673,0.44084158539772034,6.221413612365723,
_8dzd_model_2,0.7291786670684814,0.2646157443523407,0.2646157443523407,0.45543915033340454,6.773305416107178,
_8dzd_model_3,0.7269217371940613,0.26117169857025146,0.26117169857025146,0.4541812539100647,6.392682075500488,
_8dzd_model_4,0.7245873212814331,0.2587459683418274,0.2587459683418274,0.4628218710422516,6.90489387512207,
_8edi_model_0,0.7240670323371887,0.5019514560699463,0.5019514560699463,0.44422873854637146,3.573794364929199,
_8edi_model_1,0.722851574420929,0.5349522829055786,0.5349522829055786,0.38942059874534607,3.3379228115081787,
_8edi_model_2,0.7182071805000305,0.4881226718425751,0.4881226718425751,0.4304335415363312,3.642033576965332,
_8edi_model_3,0.7161645889282227,0.49714741110801697,0.49714741110801697,0.4056757390499115,3.6516435146331787,
_8edi_model_4,0.7071065306663513,0.4679567515850067,0.4679567515850067,0.40101101994514465,3.9103801250457764,
_8ic1_model_0,0.7524123191833496,0.31966638565063477,0.31966638565063477,0.3872976005077362,11.797459602355957,
_8ic1_model_1,0.7476437091827393,0.3152869641780853,0.3152869641780853,0.35967695713043213,15.503783226013184,
_8ic1_model_2,0.7470075488090515,0.31049683690071106,0.31049683690071106,0.3679875135421753,14.613997459411621,
_8ic1_model_3,0.745068371295929,0.3053635060787201,0.3053635060787201,0.3504869043827057,16.13996124267578,
_8ic1_model_4,0.7403059601783752,0.2795780599117279,0.2795780599117279,0.2743786573410034,11.011603355407715,
_8inp_model_0,0.9467338919639587,0.9800323247909546,0.9800323247909546,0.9054749608039856,0.568263053894043,
_8inp_model_1,0.9441990852355957,0.9787495732307434,0.9787495732307434,0.9047795534133911,0.627342939376831,
_8inp_model_2,0.9424726366996765,0.978763997554779,0.978763997554779,0.8991363048553467,0.6200485825538635,
_8inp_model_3,0.9421691298484802,0.9774812459945679,0.9774812459945679,0.896723210811615,0.6502749919891357,
_8inp_model_4,0.9410082101821899,0.9761372208595276,0.9761372208595276,0.8925384879112244,0.6960827112197876,
_8ped_model_0,0.786058247089386,0.7487999200820923,0.7487999200820923,0.5782951712608337,2.3652615547180176,
_8ped_model_1,0.7702463269233704,0.7150415778160095,0.7150415778160095,0.5525524020195007,2.8313519954681396,
_8ped_model_2,0.7650337219238281,0.7007876038551331,0.7007876038551331,0.5476246476173401,2.9535374641418457,
_8ped_model_3,0.7476154565811157,0.655186653137207,0.655186653137207,0.5257095694541931,3.4114365577697754,
_8ped_model_4,0.6522795557975769,0.4376787543296814,0.4376787543296814,0.3741636872291565,6.351556301116943,
